+2020-04-11-00.00.00 AirForce1  N°1.99633 E°79.30124
+2020-05-10-00.00.00 AirForce45  N°23.43290 E°71.27078
+2020-05-10-00.00.00 Army45  N°17.19916 E°80.99562
+2020-05-10-00.00.00 Navy45  N°7.55222 E°59.15484
+2020-05-10-00.00.00 AirForce46  N°11.29649 E°91.67388
+2020-05-10-00.00.00 Army46  N°24.76129 E°81.86665
+2020-05-10-00.00.00 Navy46  N°8.43121 E°66.25249
+2020-05-10-00.00.00 AirForce47  N°12.83966 E°75.26253
+2020-05-10-00.00.00 Army47  N°17.37830 E°74.50477
+2020-05-10-00.00.00 Navy47  N°3.63688 E°80.03786
+2020-05-10-00.00.00 AirForce48  N°0.60593 E°75.95329
+2020-05-10-00.00.00 Army48  N°28.05796 E°79.57859
+2020-05-10-00.00.00 Navy48  N°7.14233 E°73.54707
+2020-05-10-00.00.00 AirForce49  N°19.90501 E°83.61484
+2020-05-10-00.00.00 Army49  N°17.21093 E°77.24540
+2020-05-10-00.00.00 Navy49  N°16.85543 E°97.80355
+2020-05-10-00.00.00 AirForce50  N°11.04470 E°70.85690
+2020-05-10-00.00.00 Army50  N°22.97022 E°79.86953
+2020-05-10-00.00.00 Navy50  N°4.54344 E°74.48522
+2020-05-11-00.00.00 AirForce1  N°4.40943 E°74.79614
+2020-05-11-00.00.00 Army1  N°16.29890 E°73.40863
+2020-05-11-00.00.00 Navy1  N°8.03519 E°64.55977
+2020-05-11-00.00.00 AirForce2  N°14.44980 E°92.48745
+2020-05-11-00.00.00 Army2  N°22.19289 E°79.31828
+2020-05-11-00.00.00 Navy2  N°5.27829 E°78.56697
+2020-05-11-00.00.00 AirForce3  N°-1.07856 E°79.84424
+2020-05-11-00.00.00 Army3  N°18.42812 E°78.87918
+2020-05-11-00.00.00 Navy3  N°9.57579 E°59.27674
+2020-05-11-00.00.00 AirForce4  N°19.88363 E°76.91449
+2020-05-11-00.00.00 Army4  N°29.16851 E°79.85232
+2020-05-11-00.00.00 Navy4  N°16.03176 E°93.37035
+2020-05-11-00.00.00 AirForce5  N°7.53527 E°68.58195
+2020-05-11-00.00.00 Army5  N°16.29526 E°80.25469
+2020-05-11-00.00.00 Navy5  N°2.94272 E°77.27285
+2020-05-11-00.00.00 AirForce6  N°20.68147 E°90.42170
+2020-05-11-00.00.00 Army6  N°24.61356 E°83.04054
+2020-05-11-00.00.00 Navy6  N°10.13786 E°57.09580
+2020-05-11-00.00.00 AirForce7  N°9.65411 E°66.68195
+2020-05-11-00.00.00 Army7  N°13.79007 E°76.81801
+2020-05-11-00.00.00 Navy7  N°8.88673 E°110.30480
+2020-05-11-00.00.00 AirForce8  N°0.09561 E°84.64316
+2020-05-11-00.00.00 Army8  N°25.07344 E°81.72333
+2020-05-11-00.00.00 Navy8  N°4.07862 E°76.32511
+2020-05-11-00.00.00 AirForce9  N°14.29206 E°75.64006
+2020-05-11-00.00.00 Army9  N°18.40016 E°77.88591
+2020-05-11-00.00.00 Navy9  N°10.94670 E°81.94882
+2020-05-11-00.00.00 AirForce10  N°18.84337 E°83.35151
+2020-05-11-00.00.00 Army10  N°23.34740 E°76.29945
+2020-05-11-00.00.00 Navy10  N°9.68032 E°94.71552
+2020-05-11-00.00.00 AirForce11  N°3.52014 E°74.99061
+2020-05-11-00.00.00 Army11  N°18.38850 E°76.47403
+2020-05-11-00.00.00 Navy11  N°0.88493 E°75.72505
+2020-05-11-00.00.00 AirForce12  N°24.87922 E°84.68124
+2020-05-11-00.00.00 Army12  N°29.88100 E°77.99649
+2020-05-11-00.00.00 Navy12  N°12.10375 E°80.66391
+2020-05-11-00.00.00 AirForce13  N°24.91020 E°76.08919
+2020-05-11-00.00.00 Army13  N°13.59630 E°78.55763
+2020-05-11-00.00.00 Navy13  N°12.84261 E°92.93689
+2020-05-11-00.00.00 AirForce14  N°10.90708 E°93.17908
+2020-05-11-00.00.00 Army14  N°21.16768 E°78.46162
+2020-05-11-00.00.00 Navy14  N°3.74096 E°77.89662
+2020-05-11-00.00.00 AirForce15  N°6.50888 E°72.15846
+2020-05-11-00.00.00 Army15  N°17.64383 E°76.30174
+2020-05-11-00.00.00 Navy15  N°11.07901 E°63.25747
+2020-05-11-00.00.00 AirForce16  N°-0.15822 E°78.18420
+2020-05-11-00.00.00 Army16  N°24.36980 E°77.87645
+2020-05-11-00.00.00 Navy16  N°7.52754 E°75.24937
+2020-05-11-00.00.00 AirForce17  N°11.32658 E°77.72752
+2020-05-11-00.00.00 Army17  N°15.72668 E°76.30836
+2020-05-11-00.00.00 Navy17  N°1.31278 E°74.47321
+2020-05-11-00.00.00 AirForce18  N°5.97560 E°76.80950
+2020-05-11-00.00.00 Army18  N°21.68188 E°77.90684
+2020-05-11-00.00.00 Navy18  N°2.66629 E°45.86277
+2020-05-11-00.00.00 AirForce19  N°13.63753 E°77.27050
+2020-05-11-00.00.00 Army19  N°17.96588 E°75.90883
+2020-05-11-00.00.00 Navy19  N°13.15250 E°93.22917
+2020-05-11-00.00.00 AirForce20  N°6.74592 E°71.48037
+2020-05-11-00.00.00 Army20  N°21.81049 E°77.88615
+2020-05-11-00.00.00 Navy20  N°2.64656 E°73.51412
+2020-05-11-00.00.00 AirForce21  N°6.87838 E°82.22777
+2020-05-11-00.00.00 Army21  N°16.71359 E°77.02054
+2020-05-11-00.00.00 Navy21  N°15.61486 E°100.88264
+2020-05-11-00.00.00 AirForce22  N°3.69194 E°88.71079
+2020-05-11-00.00.00 Army22  N°25.13190 E°78.23079
+2020-05-11-00.00.00 Navy22  N°12.88341 E°93.58259
+2020-05-11-00.00.00 AirForce23  N°6.59559 E°72.96728
+2020-05-11-00.00.00 Army23  N°16.76249 E°76.14764
+2020-05-11-00.00.00 Navy23  N°1.71377 E°77.64904
+2020-05-11-00.00.00 AirForce24  N°19.81841 E°73.98400
+2020-05-11-00.00.00 Army24  N°25.93544 E°78.53301
+2020-05-11-00.00.00 Navy24  N°17.12854 E°72.00654
+2020-05-11-00.00.00 AirForce25  N°12.63197 E°89.09908
+2020-05-11-00.00.00 Army25  N°14.81716 E°80.15002
+2020-05-11-00.00.00 Navy25  N°14.77102 E°103.66475
+2020-05-11-00.00.00 AirForce26  N°11.33419 E°75.22682
+2020-05-11-00.00.00 Army26  N°24.30222 E°79.27817
+2020-05-11-00.00.00 Navy26  N°3.28388 E°78.91712
+2020-05-11-00.00.00 AirForce27  N°1.88682 E°85.96756
+2020-05-11-00.00.00 Army27  N°14.23725 E°78.78708
+2020-05-11-00.00.00 Navy27  N°14.44025 E°60.76153
+2020-05-11-00.00.00 AirForce28  N°20.00051 E°77.30218
+2020-05-11-00.00.00 Army28  N°25.08716 E°81.68993
+2020-05-11-00.00.00 Navy28  N°9.67933 E°84.47456
+2020-05-11-00.00.00 AirForce29  N°16.42170 E°84.40626
+2020-05-11-00.00.00 Army29  N°18.42123 E°76.15484
+2020-05-11-00.00.00 Navy29  N°1.19365 E°79.62449
+2020-05-11-00.00.00 AirForce30  N°8.51178 E°75.87720
+2020-05-11-00.00.00 Army30  N°25.29306 E°76.67319
+2020-05-11-00.00.00 Navy30  N°6.26402 E°80.85056
+2020-05-11-00.00.00 AirForce31  N°2.88321 E°70.90427
+2020-05-11-00.00.00 Army31  N°18.20427 E°76.80236
+2020-05-11-00.00.00 Navy31  N°5.01487 E°96.20030
+2020-05-11-00.00.00 AirForce32  N°26.57812 E°77.91894
+2020-05-11-00.00.00 Army32  N°27.88748 E°80.14468
+2020-05-11-00.00.00 Navy32  N°4.38684 E°73.82985
+2020-05-11-00.00.00 AirForce33  N°4.16464 E°78.54915
+2020-05-11-00.00.00 Army33  N°14.79783 E°80.39125
+2020-05-11-00.00.00 Navy33  N°3.18804 E°82.87280
+2020-05-11-00.00.00 AirForce34  N°10.73945 E°88.35942
+2020-05-11-00.00.00 Army34  N°21.04481 E°76.30498
+2020-05-11-00.00.00 Navy34  N°13.04073 E°91.19617
+2020-05-11-00.00.00 AirForce35  N°13.59735 E°83.77432
+2020-05-11-00.00.00 Army35  N°17.39860 E°72.63749
+2020-05-11-00.00.00 Navy35  N°1.36498 E°79.44679
+2020-05-11-00.00.00 AirForce36  N°11.04396 E°81.49873
+2020-05-11-00.00.00 Army36  N°21.49526 E°76.99088
+2020-05-11-00.00.00 Navy36  N°17.39651 E°77.36322
+2020-05-11-00.00.00 AirForce37  N°13.60326 E°94.35309
+2020-05-11-00.00.00 Army37  N°16.61436 E°76.41338
+2020-05-11-00.00.00 Navy37  N°13.46764 E°91.63648
+2020-05-11-00.00.00 AirForce38  N°21.34565 E°75.12736
+2020-05-11-00.00.00 Army38  N°23.60354 E°77.30050
+2020-05-11-00.00.00 Navy38  N°3.42002 E°75.46602
+2020-05-11-00.00.00 AirForce39  N°14.58511 E°84.40918
+2020-05-11-00.00.00 Army39  N°15.97730 E°73.41449
+2020-05-11-00.00.00 Navy39  N°2.28412 E°79.18771
+2020-05-11-00.00.00 AirForce40  N°9.16570 E°81.46847
+2020-05-11-00.00.00 Army40  N°23.83367 E°77.85969
+2020-05-11-00.00.00 Navy40  N°4.52976 E°92.10113
+2020-05-11-00.00.00 AirForce41  N°19.63862 E°71.43236
+2020-05-11-00.00.00 Army41  N°16.02994 E°72.71782
+2020-05-11-00.00.00 Navy41  N°4.81280 E°78.06604
+2020-05-11-00.00.00 AirForce42  N°22.63084 E°83.27025
+2020-05-11-00.00.00 Army42  N°27.40645 E°81.29600
+2020-05-11-00.00.00 Navy42  N°5.36649 E°100.35185
+2020-05-11-00.00.00 AirForce43  N°17.05954 E°73.48315
+2020-05-11-00.00.00 Army43  N°15.17802 E°77.54537
+2020-05-11-00.00.00 Navy43  N°11.42408 E°65.42656
+2020-05-11-00.00.00 AirForce44  N°8.60853 E°78.55355
+2020-05-11-00.00.00 Army44  N°25.24083 E°79.78891
+2020-05-11-00.00.00 Navy44  N°3.76241 E°78.14794
+2020-05-11-00.00.00 AirForce45  N°15.47807 E°80.85756
+2020-05-11-00.00.00 Army45  N°18.52472 E°75.11927
+2020-05-11-00.00.00 Navy45  N°3.39882 E°93.07003
+2020-05-11-00.00.00 AirForce46  N°6.42894 E°74.20127
+2020-05-11-00.00.00 Army46  N°28.31917 E°75.44135
+2020-05-11-00.00.00 Navy46  N°11.30616 E°99.43893
+2020-05-11-00.00.00 AirForce47  N°3.92744 E°91.45871
+2020-05-11-00.00.00 Army47  N°15.10594 E°75.29395
+2020-05-11-00.00.00 Navy47  N°4.12417 E°79.59953
+2020-05-11-00.00.00 AirForce48  N°24.64272 E°88.10878
+2020-05-11-00.00.00 Army48  N°22.54832 E°78.22671
+2020-05-11-00.00.00 Navy48  N°8.58145 E°89.83196
+2020-05-11-00.00.00 AirForce49  N°2.74829 E°76.47936
+2020-05-11-00.00.00 Army49  N°13.92467 E°77.43964
+2020-05-11-00.00.00 Navy49  N°7.26098 E°112.98051
+2020-05-11-00.00.00 AirForce50  N°15.96170 E°79.65410
+2020-05-11-00.00.00 Army50  N°22.79727 E°77.23009
+2020-05-11-00.00.00 Navy50  N°3.28639 E°79.45597
+2020-05-12-00.00.00 AirForce1  N°7.43757 E°79.82499
+2020-05-12-00.00.00 Army1  N°16.35597 E°72.51181
+2020-05-12-00.00.00 Navy1  N°11.47882 E°66.00527
+2020-05-12-00.00.00 AirForce2  N°17.48757 E°77.85796
+2020-05-12-00.00.00 Army2  N°26.38156 E°77.89584
+2020-05-12-00.00.00 Navy2  N°4.91559 E°76.76621
+2020-05-12-00.00.00 AirForce3  N°21.09747 E°82.97156
+2020-05-12-00.00.00 Army3  N°16.97250 E°77.86766
+2020-05-12-00.00.00 Navy3  N°18.48620 E°58.16309
+2020-05-12-00.00.00 AirForce4  N°15.84145 E°80.51688
+2020-05-12-00.00.00 Army4  N°25.69128 E°79.12060
+2020-05-12-00.00.00 Navy4  N°8.71474 E°112.95034
+2020-05-12-00.00.00 AirForce5  N°11.97404 E°77.48021
+2020-05-12-00.00.00 Army5  N°14.27036 E°73.82116
+2020-05-12-00.00.00 Navy5  N°5.39381 E°79.64642
+2020-05-12-00.00.00 AirForce6  N°18.00521 E°87.36638
+2020-05-12-00.00.00 Army6  N°22.86676 E°77.16525
+2020-05-12-00.00.00 Navy6  N°6.40083 E°101.86192
+2020-05-12-00.00.00 AirForce7  N°13.30506 E°89.73431
+2020-05-12-00.00.00 Army7  N°15.51605 E°78.75068
+2020-05-12-00.00.00 Navy7  N°5.75575 E°73.38656
+2020-05-12-00.00.00 AirForce8  N°23.45769 E°76.73383
+2020-05-12-00.00.00 Army8  N°26.32193 E°74.10087
+2020-05-12-00.00.00 Navy8  N°3.08637 E°76.97249
+2020-05-12-00.00.00 AirForce9  N°13.15350 E°94.18205
+2020-05-12-00.00.00 Army9  N°18.98128 E°77.89902
+2020-05-12-00.00.00 Navy9  N°7.35523 E°62.37353
+2020-05-12-00.00.00 AirForce10  N°22.33443 E°83.44934
+2020-05-12-00.00.00 Army10  N°28.72976 E°78.61187
+2020-05-12-00.00.00 Navy10  N°16.48098 E°83.10962
+2020-05-12-00.00.00 AirForce11  N°6.65590 E°86.32637
+2020-05-12-00.00.00 Army11  N°17.32665 E°73.69562
+2020-05-12-00.00.00 Navy11  N°4.11577 E°76.66178
+2020-05-12-00.00.00 AirForce12  N°22.14953 E°72.83477
+2020-05-12-00.00.00 Army12  N°27.55347 E°75.90368
+2020-05-12-00.00.00 Navy12  N°9.63391 E°94.53270
+2020-05-12-00.00.00 AirForce13  N°5.44269 E°67.80641
+2020-05-12-00.00.00 Army13  N°15.03055 E°77.89881
+2020-05-12-00.00.00 Navy13  N°14.44783 E°71.76398
+2020-05-12-00.00.00 AirForce14  N°8.87747 E°90.07218
+2020-05-12-00.00.00 Army14  N°24.08428 E°76.52457
+2020-05-12-00.00.00 Navy14  N°1.33546 E°79.87791
+2020-05-12-00.00.00 AirForce15  N°13.79893 E°83.74611
+2020-05-12-00.00.00 Army15  N°14.89172 E°74.82498
+2020-05-12-00.00.00 Navy15  N°10.17889 E°62.35899
+2020-05-12-00.00.00 AirForce16  N°19.88762 E°82.96170
+2020-05-12-00.00.00 Army16  N°23.50411 E°80.65799
+2020-05-12-00.00.00 Navy16  N°11.61207 E°86.77580
+2020-05-12-00.00.00 AirForce17  N°6.94114 E°80.42003
+2020-05-12-00.00.00 Army17  N°17.38352 E°78.89930
+2020-05-12-00.00.00 Navy17  N°1.79908 E°75.65173
+2020-05-12-00.00.00 AirForce18  N°6.30988 E°87.56256
+2020-05-12-00.00.00 Army18  N°23.32554 E°80.31931
+2020-05-12-00.00.00 Navy18  N°12.58748 E°73.43978
+2020-05-12-00.00.00 AirForce19  N°11.13296 E°83.12850
+2020-05-12-00.00.00 Army19  N°16.39525 E°81.43967
+2020-05-12-00.00.00 Navy19  N°13.00799 E°65.24230
+2020-05-12-00.00.00 AirForce20  N°1.87902 E°87.74223
+2020-05-12-00.00.00 Army20  N°27.77442 E°77.16525
+2020-05-12-00.00.00 Navy20  N°1.11952 E°74.53349
+2020-05-12-00.00.00 AirForce21  N°8.12087 E°66.12013
+2020-05-12-00.00.00 Army21  N°15.40317 E°78.17557
+2020-05-12-00.00.00 Navy21  N°4.30534 E°65.85947
+2020-05-12-00.00.00 AirForce22  N°5.66166 E°73.45458
+2020-05-12-00.00.00 Army22  N°29.57319 E°77.12358
+2020-05-12-00.00.00 Navy22  N°7.90195 E°71.19723
+2020-05-12-00.00.00 AirForce23  N°10.02215 E°90.26630
+2020-05-12-00.00.00 Army23  N°14.73549 E°74.43350
+2020-05-12-00.00.00 Navy23  N°1.85107 E°79.99708
+2020-05-12-00.00.00 AirForce24  N°14.12201 E°90.25434
+2020-05-12-00.00.00 Army24  N°24.29116 E°79.36727
+2020-05-12-00.00.00 Navy24  N°6.21243 E°25.93958
+2020-05-12-00.00.00 AirForce25  N°17.65191 E°83.11445
+2020-05-12-00.00.00 Army25  N°19.26983 E°78.63884
+2020-05-12-00.00.00 Navy25  N°9.83033 E°92.77656
+2020-05-12-00.00.00 AirForce26  N°2.52375 E°81.52551
+2020-05-12-00.00.00 Army26  N°26.92940 E°76.82836
+2020-05-12-00.00.00 Navy26  N°1.65885 E°74.09826
+2020-05-12-00.00.00 AirForce27  N°17.40296 E°81.27966
+2020-05-12-00.00.00 Army27  N°17.31505 E°75.04968
+2020-05-12-00.00.00 Navy27  N°13.65051 E°105.71393
+2020-05-12-00.00.00 AirForce28  N°14.01889 E°94.51521
+2020-05-12-00.00.00 Army28  N°22.72492 E°80.95794
+2020-05-12-00.00.00 Navy28  N°4.54072 E°85.14484
+2020-05-12-00.00.00 AirForce29  N°19.27765 E°80.77950
+2020-05-12-00.00.00 Army29  N°17.27826 E°78.89923
+2020-05-12-00.00.00 Navy29  N°5.76162 E°76.74638
+2020-05-12-00.00.00 AirForce30  N°13.53914 E°91.37814
+2020-05-12-00.00.00 Army30  N°20.51979 E°79.61220
+2020-05-12-00.00.00 Navy30  N°11.60194 E°86.47698
+2020-05-12-00.00.00 AirForce31  N°11.37393 E°75.19378
+2020-05-12-00.00.00 Army31  N°18.60944 E°78.30502
+2020-05-12-00.00.00 Navy31  N°10.08484 E°115.81753
+2020-05-12-00.00.00 AirForce32  N°24.36811 E°82.47987
+2020-05-12-00.00.00 Army32  N°24.70483 E°76.44578
+2020-05-12-00.00.00 Navy32  N°0.29482 E°75.87107
+2020-05-12-00.00.00 AirForce33  N°13.90485 E°94.80237
+2020-05-12-00.00.00 Army33  N°17.43273 E°75.27270
+2020-05-12-00.00.00 Navy33  N°18.96406 E°86.90241
+2020-05-12-00.00.00 AirForce34  N°14.69034 E°68.08343
+2020-05-12-00.00.00 Army34  N°29.32786 E°79.04510
+2020-05-12-00.00.00 Navy34  N°6.89475 E°88.84441
+2020-05-12-00.00.00 AirForce35  N°23.46336 E°79.45110
+2020-05-12-00.00.00 Army35  N°14.16025 E°76.47656
+2020-05-12-00.00.00 Navy35  N°2.04969 E°76.52536
+2020-05-12-00.00.00 AirForce36  N°15.44210 E°83.67088
+2020-05-12-00.00.00 Army36  N°21.47545 E°77.06869
+2020-05-12-00.00.00 Navy36  N°14.92136 E°102.70748
+2020-05-12-00.00.00 AirForce37  N°18.41573 E°89.64982
+2020-05-12-00.00.00 Army37  N°18.00035 E°80.62795
+2020-05-12-00.00.00 Navy37  N°12.67612 E°79.69559
+2020-05-12-00.00.00 AirForce38  N°17.04101 E°86.29664
+2020-05-12-00.00.00 Army38  N°29.51741 E°77.07627
+2020-05-12-00.00.00 Navy38  N°6.71478 E°77.57848
+2020-05-12-00.00.00 AirForce39  N°21.33268 E°75.32898
+2020-05-12-00.00.00 Army39  N°18.76366 E°77.50696
+2020-05-12-00.00.00 Navy39  N°9.58964 E°61.24654
+2020-05-12-00.00.00 AirForce40  N°14.09526 E°74.47142
+2020-05-12-00.00.00 Army40  N°20.74571 E°76.91505
+2020-05-12-00.00.00 Navy40  N°14.30470 E°105.21224
+2020-05-12-00.00.00 AirForce41  N°10.34332 E°89.24475
+2020-05-12-00.00.00 Army41  N°18.12179 E°77.37523
+2020-05-12-00.00.00 Navy41  N°0.65619 E°75.96928
+2020-05-12-00.00.00 AirForce42  N°22.07060 E°88.32273
+2020-05-12-00.00.00 Army42  N°22.30707 E°77.76349
+2020-05-12-00.00.00 Navy42  N°8.73838 E°104.72637
+2020-05-12-00.00.00 AirForce43  N°21.63709 E°72.52101
+2020-05-12-00.00.00 Army43  N°15.73952 E°76.64947
+2020-05-12-00.00.00 Navy43  N°9.64671 E°111.47832
+2020-05-12-00.00.00 AirForce44  N°2.17141 E°89.56643
+2020-05-12-00.00.00 Army44  N°22.67752 E°78.51753
+2020-05-12-00.00.00 Navy44  N°5.42036 E°75.21050
+2020-05-12-00.00.00 AirForce45  N°14.01472 E°76.29502
+2020-05-12-00.00.00 Army45  N°16.87966 E°76.49774
+2020-05-12-00.00.00 Navy45  N°11.07841 E°24.15160
+2020-05-12-00.00.00 AirForce46  N°4.52657 E°71.74280
+2020-05-12-00.00.00 Army46  N°25.57513 E°79.27374
+2020-05-12-00.00.00 Navy46  N°10.10235 E°68.94293
+2020-05-12-00.00.00 AirForce47  N°20.45458 E°88.14218
+2020-05-12-00.00.00 Army47  N°16.21173 E°75.19446
+2020-05-12-00.00.00 Navy47  N°6.43844 E°76.56016
+2020-05-12-00.00.00 AirForce48  N°11.37747 E°83.29692
+2020-05-12-00.00.00 Army48  N°21.71331 E°78.06097
+2020-05-12-00.00.00 Navy48  N°9.18629 E°30.12961
+2020-05-12-00.00.00 AirForce49  N°18.36556 E°69.34872
+2020-05-12-00.00.00 Army49  N°16.26635 E°77.08064
+2020-05-12-00.00.00 Navy49  N°5.98550 E°103.20808
+2020-05-12-00.00.00 AirForce50  N°6.63912 E°89.88865
+2020-05-12-00.00.00 Army50  N°28.03036 E°78.95513
+2020-05-12-00.00.00 Navy50  N°4.88632 E°76.09016
+2020-05-13-00.00.00 AirForce1  N°17.46277 E°91.74789
+2020-05-13-00.00.00 Army1  N°17.38476 E°79.59874
+2020-05-13-00.00.00 Navy1  N°5.60841 E°88.83016
+2020-05-13-00.00.00 AirForce2  N°2.97756 E°89.83250
+2020-05-13-00.00.00 Army2  N°27.00305 E°74.32488
+2020-05-13-00.00.00 Navy2  N°4.84727 E°78.25942
+2020-05-13-00.00.00 AirForce3  N°15.09649 E°83.89495
+2020-05-13-00.00.00 Army3  N°15.48687 E°79.18742
+2020-05-13-00.00.00 Navy3  N°11.66505 E°80.62916
+2020-05-13-00.00.00 AirForce4  N°18.53320 E°88.02110
+2020-05-13-00.00.00 Army4  N°28.49544 E°81.09203
+2020-05-13-00.00.00 Navy4  N°5.94044 E°83.79301
+2020-05-13-00.00.00 AirForce5  N°19.57404 E°69.53410
+2020-05-13-00.00.00 Army5  N°15.60986 E°75.05542
+2020-05-13-00.00.00 Navy5  N°5.69876 E°79.08451
+2020-05-13-00.00.00 AirForce6  N°3.63615 E°88.51787
+2020-05-13-00.00.00 Army6  N°24.95244 E°74.05213
+2020-05-13-00.00.00 Navy6  N°16.40044 E°73.77758
+2020-05-13-00.00.00 AirForce7  N°9.90039 E°70.95535
+2020-05-13-00.00.00 Army7  N°16.70730 E°79.78260
+2020-05-13-00.00.00 Navy7  N°5.95070 E°90.85614
+2020-05-13-00.00.00 AirForce8  N°22.66703 E°86.46789
+2020-05-13-00.00.00 Army8  N°22.88490 E°78.86098
+2020-05-13-00.00.00 Navy8  N°4.77230 E°74.29153
+2020-05-13-00.00.00 AirForce9  N°7.04005 E°73.42080
+2020-05-13-00.00.00 Army9  N°14.07812 E°78.12814
+2020-05-13-00.00.00 Navy9  N°13.52224 E°36.54152
+2020-05-13-00.00.00 AirForce10  N°19.57008 E°67.60165
+2020-05-13-00.00.00 Army10  N°21.25872 E°79.34399
+2020-05-13-00.00.00 Navy10  N°13.59229 E°69.16384
+2020-05-13-00.00.00 AirForce11  N°3.29010 E°83.97114
+2020-05-13-00.00.00 Army11  N°18.38898 E°75.86887
+2020-05-13-00.00.00 Navy11  N°4.73460 E°75.38096
+2020-05-13-00.00.00 AirForce12  N°1.12900 E°78.03860
+2020-05-13-00.00.00 Army12  N°24.36692 E°75.11970
+2020-05-13-00.00.00 Navy12  N°5.53461 E°62.30220
+2020-05-13-00.00.00 AirForce13  N°1.95118 E°75.55300
+2020-05-13-00.00.00 Army13  N°17.41832 E°72.92546
+2020-05-13-00.00.00 Navy13  N°13.85049 E°72.83100
+2020-05-13-00.00.00 AirForce14  N°13.56131 E°76.81193
+2020-05-13-00.00.00 Army14  N°28.42601 E°79.95058
+2020-05-13-00.00.00 Navy14  N°2.47006 E°80.31377
+2020-05-13-00.00.00 AirForce15  N°2.07322 E°73.97180
+2020-05-13-00.00.00 Army15  N°13.86387 E°78.22062
+2020-05-13-00.00.00 Navy15  N°12.08804 E°76.12377
+2020-05-13-00.00.00 AirForce16  N°1.19565 E°78.70191
+2020-05-13-00.00.00 Army16  N°27.19892 E°77.07687
+2020-05-13-00.00.00 Navy16  N°8.01181 E°79.09540
+2020-05-13-00.00.00 AirForce17  N°10.57662 E°68.31401
+2020-05-13-00.00.00 Army17  N°17.89394 E°75.03309
+2020-05-13-00.00.00 Navy17  N°4.92792 E°75.69541
+2020-05-13-00.00.00 AirForce18  N°11.32470 E°77.20779
+2020-05-13-00.00.00 Army18  N°26.95732 E°80.01639
+2020-05-13-00.00.00 Navy18  N°10.95695 E°57.98356
+2020-05-13-00.00.00 AirForce19  N°26.78950 E°82.05905
+2020-05-13-00.00.00 Army19  N°16.17214 E°79.43812
+2020-05-13-00.00.00 Navy19  N°12.43296 E°116.55706
+2020-05-13-00.00.00 AirForce20  N°7.10223 E°71.03892
+2020-05-13-00.00.00 Army20  N°24.36961 E°80.47724
+2020-05-13-00.00.00 Navy20  N°3.88024 E°75.05657
+2020-05-13-00.00.00 AirForce21  N°25.61683 E°82.46325
+2020-05-13-00.00.00 Army21  N°18.85004 E°74.61107
+2020-05-13-00.00.00 Navy21  N°2.80709 E°58.69173
+2020-05-13-00.00.00 AirForce22  N°23.09863 E°70.68463
+2020-05-13-00.00.00 Army22  N°28.21777 E°75.87628
+2020-05-13-00.00.00 Navy22  N°7.66728 E°107.46865
+2020-05-13-00.00.00 AirForce23  N°16.59661 E°71.53179
+2020-05-13-00.00.00 Army23  N°18.29812 E°76.22641
+2020-05-13-00.00.00 Navy23  N°1.47451 E°79.47808
+2020-05-13-00.00.00 AirForce24  N°12.35441 E°85.83325
+2020-05-13-00.00.00 Army24  N°26.60295 E°77.86322
+2020-05-13-00.00.00 Navy24  N°3.73132 E°33.76011
+2020-05-13-00.00.00 AirForce25  N°17.40581 E°82.65935
+2020-05-13-00.00.00 Army25  N°16.00870 E°75.47931
+2020-05-13-00.00.00 Navy25  N°13.50921 E°63.68529
+2020-05-13-00.00.00 AirForce26  N°0.57288 E°73.16603
+2020-05-13-00.00.00 Army26  N°24.09750 E°81.41816
+2020-05-13-00.00.00 Navy26  N°0.81058 E°75.77502
+2020-05-13-00.00.00 AirForce27  N°7.92386 E°92.15744
+2020-05-13-00.00.00 Army27  N°16.66240 E°72.79518
+2020-05-13-00.00.00 Navy27  N°15.29838 E°63.63529
+2020-05-13-00.00.00 AirForce28  N°22.36066 E°77.31307
+2020-05-13-00.00.00 Army28  N°27.86151 E°74.84113
+2020-05-13-00.00.00 Navy28  N°13.51217 E°108.53872
+2020-05-13-00.00.00 AirForce29  N°20.43530 E°72.64365
+2020-05-13-00.00.00 Army29  N°15.67521 E°80.46604
+2020-05-13-00.00.00 Navy29  N°4.71725 E°76.61022
+2020-05-13-00.00.00 AirForce30  N°0.40934 E°76.83424
+2020-05-13-00.00.00 Army30  N°23.24301 E°76.50636
+2020-05-13-00.00.00 Navy30  N°14.87406 E°23.22533
+2020-05-13-00.00.00 AirForce31  N°12.23704 E°82.99495
+2020-05-13-00.00.00 Army31  N°15.73917 E°79.85718
+2020-05-13-00.00.00 Navy31  N°5.70267 E°96.90418
+2020-05-13-00.00.00 AirForce32  N°2.06563 E°79.48076
+2020-05-13-00.00.00 Army32  N°26.02671 E°81.97616
